user_id,age,tenure_days,region,device,prior_spend_12m,sessions_30d,offer_received,upgraded_to_new_tier,new_tier_monthly_revenue
11607,45,242,NA,Android,3.74,6,0,1,9.82
11608,48,654,NA,Web,1.84,2,1,0,0.0
11609,53,874,NA,iOS,7.32,12,1,1,5.21
11610,50,9,EU,iOS,3.22,6,0,0,0.0
11611,22,102,NA,iOS,5.44,22,0,0,0.0
11612,51,1073,EU,Android,2.55,7,1,1,3.39
11613,65,482,EU,Web,5.29,8,1,0,0.0
11614,32,929,NA,iOS,9.69,5,0,1,10.83
11615,24,995,NA,Web,9.62,8,0,1,6.94
11616,34,44,EU,Android,1.55,1,1,0,0.0
11617,27,134,NA,iOS,1.17,11,0,0,0.0
11618,59,671,NA,iOS,3.38,8,0,1,4.07
11619,27,330,EU,Android,2.48,5,0,0,0.0
11620,30,769,NA,iOS,3.81,5,1,0,0.0
11621,19,670,EU,Android,9.18,17,1,0,0.0
11622,20,436,APAC,Android,9.44,29,1,0,0.0
11623,30,179,NA,Android,12.48,3,0,0,0.0
11624,56,1117,EU,Android,15.38,1,1,0,0.0
11625,35,812,NA,iOS,8.42,4,0,0,0.0
11626,45,147,NA,Web,1.83,7,1,0,0.0
11627,32,425,EU,Android,2.37,16,0,0,0.0
11628,33,269,NA,iOS,1.3,2,0,0,0.0
11629,28,780,EU,Web,9.49,2,0,0,0.0
11630,58,742,NA,Android,0.76,7,1,0,0.0
11631,20,584,EU,iOS,0.59,13,1,1,12.55
11632,42,882,EU,Android,0.65,2,1,0,0.0
11633,42,1091,NA,iOS,4.33,3,0,0,0.0
11634,35,871,NA,iOS,3.18,10,0,0,0.0
11635,43,839,NA,iOS,12.98,5,0,0,0.0
11636,57,899,NA,Web,1.51,11,0,0,0.0
11637,62,415,APAC,Android,0.71,2,1,0,0.0
11638,53,675,LATAM,Android,19.45,11,1,1,5.07
11639,55,861,APAC,Android,2.16,10,1,0,0.0
11640,64,11,NA,iOS,2.47,5,1,0,0.0
11641,57,434,NA,iOS,0.96,9,0,0,0.0
11642,50,873,APAC,Android,4.97,6,1,0,0.0
11643,45,988,NA,Web,7.18,7,1,0,0.0
11644,65,40,NA,Android,2.93,5,1,0,0.0
11645,34,458,APAC,iOS,1.2,6,0,0,0.0
11646,60,1144,NA,Web,2.61,8,1,1,16.7
11647,19,142,LATAM,Android,1.79,13,0,0,0.0
11648,56,222,NA,iOS,4.68,15,0,0,0.0
11649,34,955,NA,Web,9.99,18,1,0,0.0
11650,64,937,APAC,iOS,3.88,5,0,0,0.0
11651,25,355,EU,iOS,0.29,6,1,0,0.0
11652,38,981,APAC,Android,1.93,5,1,0,0.0
11653,58,1111,APAC,Android,1.73,10,0,0,0.0
11654,45,1187,EU,iOS,0.86,16,0,0,0.0
11655,23,883,NA,Android,0.71,6,1,0,0.0
11656,39,447,NA,Android,4.61,6,1,0,0.0
11657,34,407,LATAM,Android,3.39,18,0,0,0.0
11658,40,985,EU,Android,3.27,1,0,0,0.0
11659,62,1183,EU,Android,2.78,16,1,0,0.0
11660,53,892,LATAM,Android,3.4,10,0,0,0.0
11661,41,537,NA,Android,2.39,11,0,0,0.0
11662,26,257,NA,iOS,20.8,1,0,0,0.0
11663,18,411,EU,Web,4.21,7,0,0,0.0
11664,30,1055,APAC,Android,8.16,15,1,0,0.0
11665,19,351,APAC,Web,3.41,4,0,0,0.0
11666,20,287,NA,Android,1.34,17,1,0,0.0
11667,55,152,APAC,Web,3.73,16,1,1,8.26
11668,32,1037,NA,iOS,3.23,7,1,0,0.0
11669,62,661,EU,Android,7.01,5,0,0,0.0
11670,28,188,APAC,iOS,3.86,3,0,0,0.0
11671,64,661,NA,Web,5.08,13,1,0,0.0
11672,30,359,LATAM,Android,2.36,8,0,0,0.0
11673,54,975,EU,iOS,1.35,4,0,0,0.0
11674,45,209,EU,Web,1.8,5,0,0,0.0
11675,39,219,EU,Web,0.4,3,0,0,0.0
11676,46,585,NA,iOS,0.21,6,0,0,0.0
11677,25,100,EU,Android,0.55,3,0,0,0.0
11678,61,400,APAC,Android,0.62,1,0,0,0.0
11679,64,884,NA,iOS,3.27,10,1,1,3.75
11680,18,125,LATAM,Android,1.33,6,1,0,0.0
11681,36,500,APAC,Web,1.8,7,1,0,0.0
11682,31,978,NA,Android,18.38,6,1,1,15.04
11683,27,644,NA,iOS,14.62,8,1,0,0.0
11684,21,449,APAC,iOS,2.67,5,0,0,0.0
11685,23,929,EU,iOS,1.03,9,0,0,0.0
11686,65,502,NA,Android,3.5,3,0,0,0.0
11687,25,1,LATAM,Android,1.67,12,0,0,0.0
11688,21,44,NA,iOS,4.39,8,1,0,0.0
11689,18,147,APAC,iOS,48.02,26,1,1,6.09
11690,52,1189,NA,Android,1.32,7,1,0,0.0
11691,42,725,NA,Android,12.44,17,1,0,0.0
11692,31,648,NA,Android,10.28,9,0,1,8.72
11693,38,814,NA,Android,3.98,3,1,0,0.0
11694,45,633,NA,Android,3.02,9,0,0,0.0
11695,49,45,APAC,Web,12.38,4,0,0,0.0
11696,64,415,NA,Android,0.46,13,0,1,7.53
11697,40,401,NA,iOS,3.4,10,1,0,0.0
11698,56,909,LATAM,iOS,2.22,24,0,0,0.0
11699,56,266,NA,iOS,5.15,7,1,0,0.0
11700,52,55,NA,Web,7.83,10,0,0,0.0
11701,30,976,APAC,Android,18.12,11,0,0,0.0
11702,59,484,EU,Android,0.71,8,0,1,5.68
11703,22,578,APAC,Android,5.08,7,0,0,0.0
11704,62,93,EU,iOS,4.1,5,0,0,0.0
11705,57,1194,APAC,iOS,1.05,15,0,0,0.0
11706,24,809,EU,Android,0.73,7,0,1,4.54
11707,42,797,LATAM,Android,5.44,6,1,0,0.0
11708,31,1167,NA,Android,0.74,6,1,1,9.4
11709,38,950,EU,Android,2.13,10,1,0,0.0
11710,60,1032,NA,iOS,2.69,5,1,0,0.0
11711,25,475,APAC,Android,4.47,11,1,0,0.0
11712,28,461,NA,Android,3.36,27,1,1,14.46
11713,20,967,NA,iOS,0.87,5,0,1,5.57
11714,37,711,NA,Android,1.29,11,0,0,0.0
11715,47,3,NA,Android,1.17,2,1,0,0.0
11716,62,264,EU,Web,6.06,5,0,0,0.0
11717,62,69,APAC,iOS,0.58,19,1,0,0.0
11718,40,835,EU,iOS,3.11,3,1,0,0.0
11719,55,171,NA,iOS,2.03,4,1,0,0.0
11720,30,117,NA,Web,5.03,11,1,0,0.0
11721,57,851,EU,Web,10.88,5,1,0,0.0
11722,37,981,EU,iOS,0.49,9,1,0,0.0
11723,21,222,NA,Web,1.98,11,0,0,0.0
11724,63,270,APAC,Android,0.38,4,1,0,0.0
11725,53,253,EU,Android,1.36,6,1,0,0.0
11726,31,1030,EU,iOS,2.5,3,1,1,5.11
11727,44,848,EU,Web,7.13,23,1,0,0.0
11728,37,1001,NA,Web,31.15,2,0,0,0.0
11729,48,476,NA,Android,1.23,9,0,0,0.0
11730,28,750,LATAM,iOS,18.21,6,0,0,0.0
11731,27,694,APAC,Web,2.28,21,1,0,0.0
11732,56,434,EU,Android,0.63,18,0,0,0.0
11733,23,382,NA,iOS,3.98,5,0,0,0.0
11734,33,45,NA,Android,3.2,10,1,0,0.0
11735,21,144,NA,Web,2.94,13,0,0,0.0
11736,22,756,NA,Android,11.13,5,1,0,0.0
11737,53,1127,EU,Android,2.66,9,0,0,0.0
11738,39,51,NA,Android,4.79,5,0,1,30.29
11739,58,217,EU,Android,0.18,16,1,0,0.0
11740,48,747,NA,Web,14.72,2,1,0,0.0
11741,57,1162,EU,iOS,7.63,10,1,0,0.0
11742,29,630,APAC,iOS,10.78,1,1,0,0.0
11743,65,856,APAC,Android,2.2,9,0,0,0.0
11744,18,960,NA,iOS,32.41,11,1,0,0.0
11745,25,1128,NA,Android,4.73,11,0,0,0.0
11746,24,617,EU,Web,2.64,8,1,0,0.0
11747,38,272,NA,iOS,6.35,19,0,1,6.06
11748,58,1198,EU,iOS,0.68,11,0,1,10.49
11749,38,381,NA,Android,2.62,7,0,0,0.0
11750,52,514,LATAM,Android,0.66,8,0,0,0.0
11751,41,315,APAC,Android,6.52,13,1,0,0.0
11752,50,648,NA,Android,1.63,6,0,0,0.0
11753,62,739,NA,Android,2.35,15,0,0,0.0
11754,29,921,APAC,iOS,9.57,0,0,0,0.0
11755,55,838,NA,Android,0.43,6,1,0,0.0
11756,24,203,EU,iOS,2.8,5,0,0,0.0
11757,58,387,NA,Android,6.33,12,1,0,0.0
11758,23,518,EU,Android,14.81,14,0,1,10.46
11759,45,1158,APAC,Android,3.04,2,1,0,0.0
11760,47,589,EU,Web,1.66,12,0,0,0.0
11761,48,780,NA,Android,21.44,5,1,0,0.0
11762,34,598,NA,iOS,4.65,3,1,0,0.0
11763,49,1030,NA,iOS,3.42,8,1,1,7.06
11764,46,350,APAC,Web,0.66,12,0,0,0.0
11765,27,626,APAC,iOS,1.5,5,0,0,0.0
11766,35,664,NA,Android,7.83,9,0,0,0.0
11767,32,261,APAC,Web,20.19,7,1,1,27.38
11768,47,342,EU,Web,2.12,14,0,1,9.97
11769,33,708,EU,Android,9.86,16,0,0,0.0
11770,26,909,EU,Web,10.58,5,1,0,0.0
11771,21,631,APAC,Android,0.82,5,0,0,0.0
11772,48,1119,NA,Android,1.72,12,1,0,0.0
11773,41,482,EU,Android,1.3,5,0,1,9.8
11774,48,81,NA,Web,9.3,20,0,0,0.0
11775,57,395,NA,iOS,2.5,5,0,0,0.0
11776,57,238,EU,iOS,2.01,6,0,0,0.0
11777,35,560,NA,iOS,31.71,9,1,0,0.0
11778,50,1161,EU,iOS,16.84,7,0,0,0.0
11779,43,978,APAC,Android,0.93,3,0,0,0.0
11780,33,225,APAC,iOS,13.86,17,0,0,0.0
11781,25,527,NA,iOS,5.88,24,0,0,0.0
11782,43,324,APAC,Android,1.32,0,0,0,0.0
11783,50,355,NA,Android,1.42,8,0,0,0.0
11784,28,445,EU,Android,2.6,5,0,0,0.0
11785,64,600,NA,iOS,1.54,11,1,0,0.0
11786,30,20,NA,iOS,1.08,16,1,0,0.0
11787,65,744,EU,Android,1.72,11,1,0,0.0
11788,35,384,NA,Web,3.04,4,1,0,0.0
11789,56,525,EU,iOS,1.48,12,1,0,0.0
11790,38,68,NA,iOS,1.12,22,0,0,0.0
11791,44,568,APAC,Web,1.94,8,0,0,0.0
11792,42,458,APAC,iOS,2.66,10,1,1,15.16
11793,48,574,EU,iOS,0.98,8,0,0,0.0
11794,27,1127,LATAM,iOS,4.3,7,1,1,16.67
11795,33,1117,APAC,iOS,4.89,3,1,1,9.19
11796,33,327,LATAM,Web,16.88,6,1,0,0.0
11797,54,275,LATAM,iOS,0.65,28,1,0,0.0
11798,52,687,NA,Android,1.87,7,1,0,0.0
11799,48,808,EU,iOS,1.98,6,0,0,0.0
11800,26,362,NA,iOS,9.41,1,1,1,16.06
11801,40,287,NA,Web,1.86,3,0,0,0.0
11802,63,985,LATAM,iOS,1.93,7,0,0,0.0
11803,52,596,NA,Android,0.92,5,0,1,8.64
11804,31,433,EU,Web,2.02,4,1,0,0.0
11805,27,992,NA,Android,5.9,13,0,0,0.0
11806,29,43,EU,Android,1.99,3,0,0,0.0
11807,28,793,NA,Android,0.61,6,1,0,0.0
11808,48,304,APAC,iOS,11.31,2,0,0,0.0
11809,38,144,EU,iOS,7.21,5,0,1,9.26
11810,59,151,EU,Android,3.08,10,1,0,0.0
11811,24,196,NA,iOS,2.08,13,1,0,0.0
11812,61,804,EU,Android,1.99,6,1,0,0.0
11813,52,848,NA,Web,1.74,8,1,0,0.0
11814,55,432,NA,iOS,3.42,14,0,0,0.0
11815,42,716,EU,iOS,1.8,12,0,0,0.0
11816,63,697,NA,Android,0.78,27,1,0,0.0
11817,32,92,NA,iOS,4.64,11,0,0,0.0
11818,53,386,LATAM,iOS,13.23,13,1,0,0.0
11819,22,1023,NA,Web,5.8,10,1,0,0.0
11820,40,471,LATAM,iOS,1.92,12,1,0,0.0
11821,58,859,APAC,iOS,0.43,24,1,0,0.0
11822,39,628,NA,Android,5.8,6,0,0,0.0
11823,40,548,NA,iOS,4.73,2,0,0,0.0
11824,33,264,APAC,Android,3.18,6,1,0,0.0
11825,18,622,APAC,Android,4.7,16,0,0,0.0
11826,22,1024,EU,iOS,9.38,7,0,0,0.0
11827,44,305,NA,iOS,33.84,13,0,0,0.0
11828,27,574,NA,iOS,3.25,6,0,0,0.0
11829,32,887,LATAM,Android,20.13,8,1,0,0.0
11830,56,988,EU,Android,2.75,17,0,1,9.89
11831,53,737,EU,iOS,1.44,8,1,0,0.0
11832,33,1006,EU,iOS,8.0,3,0,0,0.0
11833,24,344,NA,Android,3.37,11,0,0,0.0
11834,32,652,NA,Android,3.4,30,1,0,0.0
11835,60,1129,NA,Android,3.16,20,1,0,0.0
11836,61,564,EU,iOS,0.51,14,1,0,0.0
11837,36,456,NA,Web,2.22,7,1,0,0.0
11838,58,629,APAC,Android,3.05,5,0,0,0.0
11839,56,825,EU,Android,0.66,6,0,0,0.0
11840,44,1065,NA,iOS,1.66,21,0,0,0.0
11841,36,222,NA,iOS,0.59,11,0,0,0.0
11842,29,946,NA,iOS,1.4,14,1,0,0.0
11843,61,218,NA,Web,9.69,5,0,0,0.0
11844,65,1020,EU,Web,0.71,11,1,0,0.0
11845,44,726,APAC,iOS,2.65,11,0,0,0.0
11846,42,1163,NA,Android,3.17,14,1,1,3.91
11847,37,782,EU,Android,8.53,11,0,0,0.0
11848,65,788,NA,iOS,3.27,17,1,0,0.0
11849,51,290,EU,Android,2.34,15,1,0,0.0
11850,59,1157,LATAM,Android,8.43,6,0,0,0.0
11851,55,776,EU,Web,14.29,6,1,0,0.0
11852,40,346,EU,Android,2.05,10,0,0,0.0
11853,25,333,APAC,Web,6.15,4,1,0,0.0
11854,58,1041,NA,Android,3.51,22,0,0,0.0
11855,45,0,APAC,iOS,1.78,6,0,0,0.0
11856,27,217,NA,iOS,1.09,7,0,0,0.0
11857,27,1021,NA,Android,2.01,13,0,0,0.0
11858,61,789,NA,Web,6.41,6,0,0,0.0
11859,21,344,APAC,Android,1.28,15,1,0,0.0
11860,50,1006,NA,Android,2.63,3,1,1,4.29
11861,39,179,APAC,iOS,1.96,8,1,0,0.0
11862,49,76,NA,iOS,5.71,3,0,0,0.0
11863,57,536,NA,Android,0.66,8,1,1,5.7
11864,18,747,APAC,iOS,2.99,8,0,0,0.0
11865,63,382,LATAM,Android,3.03,12,1,0,0.0
11866,18,309,NA,Android,1.36,4,0,0,0.0
11867,31,1039,NA,Web,2.14,12,0,0,0.0
11868,20,700,NA,Android,4.42,9,0,1,7.17
11869,56,1003,APAC,iOS,8.33,11,0,0,0.0
11870,21,884,APAC,Android,17.81,22,1,0,0.0
11871,48,874,NA,Web,41.62,9,1,1,15.42
11872,57,521,APAC,iOS,9.99,9,0,1,9.74
11873,60,903,EU,iOS,2.07,6,1,0,0.0
11874,44,441,NA,Android,4.62,11,0,0,0.0
11875,38,399,APAC,Android,1.21,14,1,0,0.0
11876,56,1103,NA,Android,4.21,9,1,1,5.83
11877,23,309,LATAM,iOS,6.63,6,1,0,0.0
11878,56,188,NA,Android,3.13,1,1,0,0.0
11879,35,107,LATAM,iOS,0.52,9,0,0,0.0
11880,41,306,APAC,Web,27.65,8,0,1,7.28
11881,18,26,NA,Android,5.99,8,1,0,0.0
11882,55,672,NA,Android,0.28,8,1,0,0.0
11883,46,463,EU,Android,1.57,10,0,0,0.0
11884,39,370,NA,iOS,2.97,13,0,0,0.0
11885,46,869,NA,Android,2.88,4,0,0,0.0
11886,38,577,LATAM,iOS,26.05,7,0,0,0.0
11887,55,312,LATAM,iOS,9.53,8,1,0,0.0
11888,55,131,EU,Android,3.48,5,1,0,0.0
11889,43,445,NA,iOS,2.91,13,0,1,15.66
11890,41,717,NA,Web,4.98,8,0,0,0.0
11891,36,750,EU,Android,9.16,13,1,0,0.0
11892,34,639,EU,Android,4.32,18,1,1,11.94
11893,55,142,EU,iOS,8.65,10,0,0,0.0
11894,55,7,APAC,Android,3.73,4,0,0,0.0
11895,24,247,NA,Android,4.28,8,0,1,5.3
11896,46,325,NA,Android,0.97,4,1,0,0.0
11897,42,142,NA,Android,0.54,7,1,0,0.0
11898,42,380,APAC,iOS,4.73,4,0,0,0.0
11899,37,1105,APAC,iOS,6.23,15,1,0,0.0
11900,48,574,EU,Web,2.24,4,1,0,0.0
11901,31,236,APAC,Android,0.64,21,1,0,0.0
11902,53,978,APAC,Android,11.89,7,1,1,5.6
11903,64,474,NA,iOS,4.37,10,0,0,0.0
11904,21,333,NA,Web,0.7,6,0,0,0.0
11905,52,163,APAC,Web,3.06,4,0,0,0.0
11906,54,645,EU,iOS,10.44,23,0,0,0.0
11907,28,421,NA,iOS,1.43,3,1,0,0.0
11908,34,672,EU,Web,12.82,7,1,0,0.0
11909,26,995,EU,Android,4.99,15,1,0,0.0
11910,62,972,APAC,Android,1.77,8,0,0,0.0
11911,54,763,NA,Android,56.64,4,1,0,0.0
11912,36,720,NA,Android,14.13,10,1,1,8.84
11913,35,1153,NA,Web,0.57,6,1,0,0.0
11914,24,876,EU,Android,1.25,12,0,0,0.0
11915,62,387,EU,iOS,7.85,7,1,0,0.0
11916,38,708,APAC,Android,0.63,16,0,0,0.0
11917,24,294,LATAM,iOS,1.65,11,0,0,0.0
11918,43,539,NA,Android,40.14,5,1,0,0.0
11919,23,1117,NA,Android,5.43,9,1,0,0.0
11920,54,2,EU,Android,5.44,6,0,0,0.0
11921,23,809,NA,Android,1.56,10,1,0,0.0
11922,18,548,EU,Android,1.78,16,1,0,0.0
11923,57,526,APAC,iOS,4.31,17,1,0,0.0
11924,31,723,APAC,iOS,2.15,6,0,0,0.0
11925,54,641,APAC,iOS,4.39,6,1,1,6.44
11926,33,779,NA,iOS,2.49,27,0,1,7.14
11927,31,329,NA,Web,3.65,13,0,0,0.0
11928,40,591,EU,Android,12.39,7,0,0,0.0
11929,56,142,NA,iOS,2.79,7,0,1,13.9
11930,28,82,APAC,Android,4.42,8,1,0,0.0
11931,59,450,APAC,Android,1.63,3,0,0,0.0
11932,29,733,NA,iOS,36.97,22,1,1,10.19
11933,28,33,EU,Android,3.73,13,0,0,0.0
11934,36,983,NA,iOS,2.88,8,1,1,7.63
11935,30,237,NA,iOS,5.41,8,0,0,0.0
11936,41,537,NA,Android,12.46,5,1,0,0.0
11937,46,865,NA,Web,1.0,9,0,0,0.0
11938,23,288,NA,iOS,0.83,2,1,0,0.0
11939,50,885,EU,Android,11.55,14,0,0,0.0
11940,26,1071,NA,iOS,1.86,6,0,0,0.0
11941,52,289,APAC,iOS,3.49,5,0,0,0.0
11942,30,1141,EU,Web,1.11,22,1,0,0.0
11943,30,644,NA,iOS,2.71,4,0,0,0.0
11944,53,174,EU,Android,2.7,6,0,0,0.0
11945,20,1111,EU,Android,1.49,6,1,0,0.0
11946,44,60,NA,Android,1.3,14,0,0,0.0
11947,57,108,NA,iOS,4.99,9,0,0,0.0
11948,33,840,APAC,Android,0.99,14,1,0,0.0
11949,30,325,APAC,iOS,1.71,9,0,0,0.0
11950,50,155,NA,iOS,3.54,3,1,1,9.72
11951,37,279,NA,iOS,4.0,8,0,0,0.0
11952,50,37,NA,iOS,11.73,0,1,0,0.0
11953,36,164,EU,iOS,0.56,9,0,0,0.0
11954,32,813,NA,iOS,8.04,7,1,1,5.75
11955,45,972,NA,Web,11.43,8,0,0,0.0
11956,56,738,APAC,Android,1.24,20,0,0,0.0
11957,21,284,EU,Android,3.26,7,0,0,0.0
11958,45,398,NA,Web,7.21,7,0,0,0.0
11959,26,1087,NA,Android,9.7,12,0,0,0.0
11960,63,1021,EU,Android,4.21,5,1,1,4.82
11961,40,345,NA,Android,17.99,15,1,1,21.85
11962,35,1056,NA,Android,1.84,3,1,0,0.0
11963,64,772,EU,Android,3.46,10,0,0,0.0
11964,65,564,APAC,iOS,3.49,3,1,0,0.0
11965,29,1196,EU,iOS,8.58,3,1,0,0.0
11966,30,965,APAC,Web,2.87,4,0,0,0.0
11967,45,1055,EU,iOS,0.81,9,1,0,0.0
11968,43,325,NA,Android,5.91,10,0,0,0.0
11969,40,596,NA,iOS,1.1,10,1,0,0.0
11970,36,446,NA,iOS,0.37,8,1,0,0.0
11971,37,785,NA,iOS,21.47,8,1,0,0.0
11972,58,680,NA,Android,2.38,2,1,0,0.0
11973,48,936,NA,Android,1.69,9,0,0,0.0
11974,22,189,EU,Android,5.96,12,0,0,0.0
11975,57,296,NA,Web,3.69,2,1,0,0.0
11976,19,235,APAC,Android,1.31,5,0,0,0.0
11977,38,1050,NA,Android,5.99,4,0,1,6.82
11978,49,399,EU,Android,2.01,24,0,0,0.0
11979,47,740,NA,Android,2.46,5,0,0,0.0
11980,28,1109,EU,iOS,2.7,20,1,0,0.0
11981,61,1111,NA,iOS,4.02,8,1,0,0.0
11982,56,138,EU,Android,3.35,5,0,0,0.0
11983,51,664,LATAM,iOS,7.75,10,0,0,0.0
11984,36,713,NA,iOS,2.55,8,0,0,0.0
11985,65,334,NA,Android,7.23,12,0,0,0.0
11986,43,123,EU,iOS,2.27,5,1,0,0.0
11987,44,914,APAC,Web,0.9,8,1,0,0.0
11988,46,4,EU,Android,0.94,13,0,0,0.0
11989,45,1052,NA,Android,0.9,10,1,0,0.0
11990,40,668,LATAM,Web,3.46,12,0,1,16.73
11991,63,1072,APAC,Android,5.75,22,1,1,7.76
11992,35,287,EU,Android,12.01,4,0,0,0.0
11993,40,40,EU,Android,17.9,8,0,0,0.0
11994,21,641,EU,iOS,4.86,15,0,1,4.64
11995,36,457,APAC,Android,2.57,5,0,1,2.66
11996,59,942,APAC,iOS,7.78,12,0,1,9.0
11997,44,1017,NA,iOS,6.07,11,0,0,0.0
11998,30,877,LATAM,iOS,2.22,13,0,1,5.87
11999,33,21,LATAM,Android,14.48,6,0,0,0.0
12000,55,136,EU,iOS,7.45,17,0,0,0.0
12001,50,17,APAC,iOS,16.43,8,0,0,0.0
12002,48,1018,NA,Android,0.97,13,1,0,0.0
12003,20,935,NA,Android,2.89,1,0,0,0.0
12004,50,318,LATAM,iOS,1.33,7,1,0,0.0
12005,54,415,APAC,Web,2.69,23,0,0,0.0
12006,18,465,LATAM,Android,1.95,8,0,0,0.0
12007,18,45,LATAM,Android,1.24,6,1,0,0.0
12008,44,380,EU,Web,4.33,14,0,0,0.0
12009,46,375,NA,Android,1.49,12,0,0,0.0
12010,61,332,NA,Android,11.46,3,0,0,0.0
12011,24,710,LATAM,Android,1.93,11,1,0,0.0
12012,55,944,NA,Android,2.55,6,1,0,0.0
12013,37,597,APAC,iOS,3.23,5,0,0,0.0
12014,33,294,APAC,iOS,1.54,6,0,0,0.0
12015,24,332,APAC,iOS,1.46,13,1,0,0.0
12016,54,1050,EU,Web,2.85,4,1,0,0.0
12017,44,1071,NA,Android,10.19,17,0,1,4.69
12018,23,993,NA,Android,9.7,17,1,0,0.0
12019,40,712,LATAM,Web,3.9,7,0,0,0.0
12020,27,1179,EU,iOS,0.41,13,0,0,0.0
12021,46,583,NA,Android,2.12,6,0,0,0.0
12022,19,548,NA,Android,0.13,7,0,0,0.0
12023,39,818,EU,iOS,29.95,6,0,0,0.0
12024,20,292,NA,Web,3.97,2,0,0,0.0
12025,40,262,EU,Android,0.75,10,0,0,0.0
12026,18,255,APAC,Android,2.25,5,1,0,0.0
12027,55,1152,NA,iOS,6.08,5,0,0,0.0
12028,58,308,APAC,Web,2.08,9,1,0,0.0
12029,49,606,NA,Web,10.07,10,0,0,0.0
12030,52,6,EU,iOS,2.24,3,0,0,0.0
12031,18,545,EU,iOS,2.86,8,1,0,0.0
12032,49,788,EU,iOS,1.19,16,0,0,0.0
12033,32,845,EU,Web,2.6,10,0,0,0.0
12034,60,746,NA,iOS,6.06,5,0,1,16.11
12035,64,1057,EU,Android,33.63,8,0,0,0.0
12036,45,622,NA,Android,0.66,8,0,0,0.0
12037,53,38,LATAM,iOS,15.18,5,0,0,0.0
12038,45,437,EU,iOS,119.64,21,0,0,0.0
12039,25,570,NA,iOS,14.99,7,1,0,0.0
12040,50,1055,EU,Android,1.88,4,0,0,0.0
12041,30,58,APAC,Android,13.15,22,1,0,0.0
12042,51,370,NA,Android,2.56,11,0,0,0.0
12043,54,621,NA,iOS,15.88,20,0,0,0.0
12044,30,327,EU,Android,2.69,10,0,0,0.0
12045,63,480,NA,Android,6.4,6,0,0,0.0
12046,49,1019,NA,iOS,1.13,5,0,0,0.0
12047,49,1092,LATAM,Android,4.37,6,1,1,19.6
12048,24,628,APAC,iOS,5.92,13,1,0,0.0
12049,43,371,NA,Web,11.76,7,0,0,0.0
12050,55,59,NA,iOS,1.7,10,1,0,0.0
12051,34,43,NA,Web,4.65,8,0,0,0.0
12052,29,658,APAC,iOS,6.22,7,1,0,0.0
12053,44,2,APAC,Android,5.12,14,0,0,0.0
12054,22,419,NA,iOS,2.68,5,0,0,0.0
12055,25,693,NA,Android,10.91,3,0,0,0.0
12056,20,828,LATAM,Android,4.85,10,1,0,0.0
12057,32,89,APAC,Android,4.4,13,0,0,0.0
12058,45,575,APAC,Android,1.26,11,1,0,0.0
12059,38,912,NA,iOS,2.72,11,1,1,5.23
12060,36,173,NA,Android,11.16,7,1,1,9.4
12061,45,419,NA,Android,2.49,5,1,0,0.0
12062,36,262,NA,Web,10.89,21,0,0,0.0
12063,40,397,NA,iOS,0.59,16,1,0,0.0
12064,49,1167,NA,iOS,3.18,8,0,0,0.0
12065,19,388,LATAM,Android,1.23,10,0,0,0.0
12066,55,972,APAC,Android,1.81,13,0,0,0.0
12067,31,809,LATAM,Android,10.29,12,0,1,8.02
12068,39,28,NA,Android,4.25,3,1,0,0.0
12069,35,119,EU,Android,6.53,15,0,1,8.78
12070,25,1101,APAC,iOS,2.84,5,0,0,0.0
12071,25,753,APAC,Android,5.06,4,1,0,0.0
12072,25,372,LATAM,Web,21.18,10,1,1,14.7
12073,31,1114,EU,Web,6.08,8,0,0,0.0
12074,44,152,NA,Android,0.56,13,0,0,0.0
12075,44,781,EU,iOS,1.78,11,0,0,0.0
12076,46,789,APAC,Android,0.23,7,0,0,0.0
12077,41,314,EU,Android,1.09,7,1,0,0.0
12078,32,1146,NA,Android,0.87,19,0,0,0.0
12079,39,51,EU,Android,2.08,6,0,0,0.0
12080,18,1006,NA,Web,3.0,8,1,0,0.0
12081,55,293,APAC,Android,1.1,12,0,1,10.15
12082,36,53,NA,Android,2.38,7,1,0,0.0
12083,42,651,NA,Web,5.5,9,1,0,0.0
12084,21,223,NA,Web,3.68,6,0,0,0.0
12085,21,440,EU,iOS,0.69,2,1,0,0.0
12086,47,7,NA,Web,1.93,11,0,0,0.0
12087,20,329,EU,iOS,3.99,5,0,0,0.0
12088,21,54,NA,iOS,16.36,15,0,1,10.49
12089,64,930,NA,Android,9.83,17,1,0,0.0
12090,54,766,EU,iOS,5.49,20,0,0,0.0
12091,24,1042,EU,iOS,11.56,9,1,1,2.58
12092,18,102,APAC,iOS,0.75,2,0,0,0.0
12093,56,1020,NA,Android,13.99,11,1,0,0.0
12094,34,585,LATAM,Web,1.23,5,0,1,14.6
12095,40,579,APAC,Android,0.47,17,0,0,0.0
12096,22,27,EU,iOS,3.44,9,0,0,0.0
12097,40,655,APAC,Android,1.37,2,0,0,0.0
12098,21,741,NA,Web,0.78,20,1,1,8.13
12099,40,500,APAC,Android,25.21,10,1,0,0.0
12100,46,728,EU,Android,6.34,17,0,0,0.0
12101,19,610,NA,Android,2.38,11,0,0,0.0
12102,39,934,NA,iOS,1.5,5,1,1,10.47
12103,64,158,EU,Android,2.73,3,0,0,0.0
12104,38,657,NA,iOS,1.25,8,0,0,0.0
12105,38,649,EU,Android,10.58,8,0,0,0.0
