respondent_id,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10,Q11,Q12,Q13,Q14,Q15,Q16
408,5,5,5,4,4,5,5,3,5,3,3,3,5,4,5,5
409,3,2,4,3,3,3,3,3,2,1,2,1,3,4,2,3
410,3,2,1,2,2,2,1,3,1,1,2,1,2,3,1,1
411,3,3,4,3,1,3,2,3,3,2,4,4,2,3,3,3
412,3,2,4,3,3,1,4,2,3,1,4,1,2,2,2,4
413,2,3,3,2,4,4,3,3,3,2,3,3,4,2,4,3
414,4,4,5,4,4,4,4,3,4,2,3,4,3,5,4,4
415,5,4,3,4,3,3,2,1,4,2,3,4,5,4,4,4
416,5,5,4,5,3,2,3,3,4,3,4,4,4,4,4,4
417,4,5,4,3,4,3,5,3,3,1,2,2,5,4,4,4
418,5,5,5,4,3,2,3,3,2,4,4,3,4,4,3,4
419,4,5,2,3,3,1,1,3,3,2,3,2,2,2,2,4
420,4,5,4,4,4,3,3,1,4,3,3,3,4,4,3,3
421,4,3,3,3,4,4,4,3,3,3,3,2,5,3,3,2
422,3,3,3,4,3,2,2,4,3,4,4,3,4,3,1,3
423,5,4,3,5,3,4,4,3,1,1,1,1,2,2,2,4
424,4,5,5,4,4,2,3,4,1,1,2,2,4,3,3,2
425,5,4,3,3,3,1,3,2,3,2,4,3,5,4,1,3
426,4,4,3,5,3,3,2,3,4,3,4,2,3,4,2,4
427,4,4,4,4,4,4,5,3,4,2,3,2,4,4,5,4
428,4,5,5,3,4,4,4,3,2,2,2,2,5,3,2,3
429,2,2,3,2,4,2,2,3,1,2,3,3,2,1,1,2
430,4,5,4,5,5,4,3,3,3,3,2,2,4,4,4,3
431,4,5,5,4,5,4,4,4,3,2,2,2,3,4,3,3
432,3,3,5,4,2,3,2,4,4,4,4,2,3,4,3,2
433,3,3,3,2,5,4,5,2,1,1,2,3,3,3,3,3
434,4,4,4,4,5,5,5,4,5,5,3,3,3,4,5,4
435,3,4,4,4,3,3,3,1,3,2,2,3,4,2,3,3
436,5,4,3,3,5,5,4,4,3,4,3,3,3,2,4,3
437,5,5,5,5,4,3,4,4,5,4,2,3,5,5,4,4
438,3,4,4,4,3,2,4,4,3,1,1,2,3,4,4,3
439,2,3,4,3,2,1,3,3,2,2,2,2,4,1,1,3
440,2,4,3,3,4,3,3,3,2,2,3,3,4,2,3,4
441,5,5,4,5,2,1,2,2,4,2,3,3,4,2,2,2
442,3,3,4,4,3,3,4,2,3,3,3,4,3,4,2,2
443,2,4,2,2,3,3,3,3,1,3,2,1,4,2,2,2
444,3,4,4,3,4,5,3,4,2,3,3,3,4,4,5,2
445,4,5,4,4,3,3,4,3,2,2,2,2,5,4,3,5
446,4,5,5,4,4,5,3,4,3,3,3,4,5,5,4,5
447,4,4,3,5,3,2,3,2,1,2,1,3,4,2,2,3
448,5,4,4,4,4,4,5,1,2,4,2,4,4,5,3,4
449,2,3,1,2,2,1,1,2,4,3,2,2,4,2,1,1
450,4,4,4,3,2,2,2,2,1,4,3,2,2,3,1,2
451,2,4,3,3,2,2,3,1,1,2,2,1,2,2,1,2
452,3,3,3,3,3,2,3,3,3,1,3,1,3,4,4,3
453,5,5,5,4,4,3,3,4,3,4,3,4,5,5,3,5
454,4,4,2,4,3,1,3,2,3,2,2,3,2,3,2,2
455,5,2,4,3,4,2,3,3,2,1,1,3,3,3,1,4
456,4,5,5,4,3,2,2,2,3,2,2,2,5,5,4,4
457,5,5,5,5,4,3,3,3,3,3,2,4,4,5,4,4
458,4,5,3,4,4,5,4,4,3,2,2,3,3,4,3,3
459,4,3,3,3,4,3,3,3,1,2,1,2,4,3,2,3
460,5,5,5,5,3,2,3,1,2,2,2,2,4,4,2,4
461,5,5,5,4,3,2,3,1,2,2,2,3,4,4,3,4
462,3,5,3,2,3,2,3,2,3,1,1,2,1,1,2,2
463,4,5,4,5,3,4,4,4,5,3,3,2,4,5,5,4
464,4,3,2,3,2,2,3,1,3,2,2,3,3,2,1,1
465,2,3,4,2,4,3,3,4,3,3,2,4,3,3,4,2
466,4,3,4,2,2,1,2,2,3,1,2,2,1,3,2,3
467,3,4,4,4,3,3,4,3,2,3,3,1,3,4,4,2
468,5,5,4,4,4,3,5,3,4,4,3,1,4,4,3,4
469,2,3,3,4,4,3,4,3,2,2,1,1,4,3,2,3
470,4,3,3,4,4,1,3,3,2,1,1,1,2,2,2,2
471,4,2,4,3,4,3,4,1,3,2,2,1,3,3,2,3
472,3,4,3,4,3,3,3,2,2,2,2,2,3,3,2,2
473,4,4,4,3,2,3,4,3,3,3,3,3,5,2,3,5
474,5,5,4,5,3,3,4,2,3,3,3,4,5,5,3,5
475,4,4,3,3,2,2,4,1,1,1,3,1,2,4,4,3
476,4,5,5,5,5,3,5,3,3,4,4,2,4,3,3,3
477,4,4,5,4,4,3,3,3,3,2,2,4,3,2,2,3
478,3,3,4,4,2,2,2,3,2,1,2,2,3,1,2,3
479,4,5,5,5,3,3,4,3,3,1,3,3,5,5,2,3
480,4,5,3,3,3,2,4,2,3,3,3,3,2,3,4,3
481,4,5,5,5,3,3,3,3,4,3,3,2,3,3,2,4
482,5,4,4,4,3,2,4,2,3,3,2,3,5,3,4,3
483,5,5,3,5,5,2,4,4,3,2,3,1,3,3,2,2
484,3,3,2,4,3,5,3,3,3,3,2,2,4,2,2,3
485,5,5,3,5,3,4,3,4,3,2,2,4,4,5,2,4
486,5,3,3,4,2,1,3,2,3,1,1,2,3,2,2,3
487,4,4,4,4,3,3,5,4,3,4,3,4,3,2,4,3
488,2,3,3,2,5,3,4,3,3,2,2,5,2,2,1,2
489,3,4,3,3,2,4,2,3,2,2,3,3,2,2,2,4
490,4,4,4,5,4,3,5,4,3,2,3,3,5,3,4,3
491,5,5,4,4,4,4,3,4,2,2,2,3,5,5,4,5
492,3,3,3,2,3,3,4,3,4,1,2,2,3,2,3,3
493,2,3,3,3,3,3,4,4,2,3,1,2,1,3,3,2
494,4,4,5,4,4,3,5,2,2,1,2,1,3,4,4,4
495,4,3,3,4,5,4,4,3,3,3,3,4,4,3,1,5
496,4,5,4,4,1,1,2,3,3,3,2,3,3,3,4,2
497,5,5,4,4,3,2,5,2,2,2,3,2,4,4,3,3
498,3,3,2,2,3,2,1,2,1,1,1,1,1,1,1,1
499,4,4,5,5,5,3,4,5,4,3,3,5,5,4,4,3
500,2,5,4,4,2,1,4,2,3,2,4,3,3,3,2,3
501,3,3,3,3,5,5,5,2,1,2,1,2,3,2,2,2
502,5,4,3,5,5,4,3,3,3,2,4,2,3,3,3,3
503,3,3,4,5,4,5,4,5,2,1,2,2,4,3,3,3
504,3,5,2,4,2,2,4,2,1,2,1,3,4,3,2,2
505,5,5,3,5,5,3,4,2,3,3,2,2,4,4,4,3
506,4,5,5,5,2,2,3,1,3,2,3,3,3,2,3,3
507,3,4,4,3,3,3,3,3,2,2,2,2,1,3,2,3
508,3,2,3,3,4,4,5,5,4,5,3,3,3,2,3,4
509,3,4,5,3,2,2,3,3,4,4,4,3,2,3,3,5
510,5,3,3,3,3,5,3,3,4,3,3,5,3,2,2,3
511,3,4,4,3,1,3,1,2,4,3,1,3,3,3,3,3
512,3,2,3,3,3,2,3,3,1,1,1,1,3,2,2,2
513,4,5,5,5,3,3,4,3,1,3,4,2,5,5,4,3
514,4,3,3,3,4,3,5,3,3,2,3,3,3,3,2,3
515,3,4,3,3,4,3,3,4,2,1,2,1,3,5,3,4
516,4,4,5,4,2,2,4,2,3,4,2,1,2,2,1,2
517,2,4,4,2,3,3,3,4,3,3,2,3,4,3,3,4
518,4,5,4,5,4,4,4,3,4,2,4,4,4,4,4,4
519,5,4,3,4,4,3,3,1,1,1,1,1,4,3,2,3
520,5,5,4,5,2,2,5,3,2,1,2,3,5,4,2,2
521,3,5,5,4,5,2,3,3,3,4,3,4,3,5,3,4
522,4,4,3,4,2,3,2,2,2,2,2,3,3,2,2,2
523,5,5,3,3,3,2,3,1,3,3,2,3,4,4,3,2
524,5,5,3,4,4,5,4,3,3,2,2,2,4,3,2,4
525,5,4,4,3,3,2,5,3,3,3,2,1,4,4,2,2
526,5,3,5,3,2,3,3,1,2,2,2,2,2,3,4,2
527,5,4,3,5,3,3,3,2,2,1,3,1,3,4,2,3
528,5,4,5,5,3,4,3,2,3,2,2,3,4,3,2,2
529,3,5,5,5,2,3,2,3,1,2,2,1,3,2,3,2
530,5,4,5,4,5,5,4,3,4,3,2,2,5,4,4,5
531,4,5,3,4,5,3,4,3,4,3,3,3,5,3,4,5
532,2,3,2,3,1,1,1,2,2,1,2,2,1,1,1,1
533,3,4,5,2,3,3,2,2,2,1,1,1,3,2,2,2
534,4,5,3,3,1,1,3,2,4,4,3,2,3,2,2,1
535,4,4,5,5,4,2,4,2,2,3,4,3,3,5,2,2
536,5,4,5,3,2,3,3,4,4,4,3,5,4,3,3,3
537,5,4,4,3,3,2,2,3,1,1,3,1,4,2,3,2
538,5,4,4,3,4,4,5,4,3,4,3,2,3,5,1,4
539,3,5,4,5,3,3,2,4,3,2,3,3,5,4,2,4
540,4,3,3,2,2,3,3,4,4,5,5,3,4,5,5,4
541,4,4,3,5,2,1,4,4,1,1,2,3,3,5,4,4
542,5,4,3,3,2,3,3,2,2,3,1,2,3,3,3,2
543,5,5,4,4,5,4,4,3,3,3,3,3,5,4,2,3
544,2,3,2,3,3,3,2,2,1,2,3,2,2,3,2,2
545,5,4,4,4,3,2,2,2,4,4,2,2,3,2,3,2
546,4,3,1,2,5,5,3,3,2,3,4,2,3,3,2,3
547,3,5,4,4,4,2,3,3,1,1,1,1,3,3,3,2
548,5,5,5,4,4,3,5,4,3,2,2,1,4,4,4,3
549,4,5,4,4,2,3,3,3,2,2,2,5,2,4,2,3
550,3,3,3,3,2,2,3,1,1,1,2,2,2,2,3,2
551,2,4,3,3,4,4,3,4,3,3,4,1,2,2,2,2
552,4,5,5,4,3,3,4,1,3,2,3,2,2,1,3,3
553,3,4,3,3,3,3,3,3,4,3,4,2,3,3,3,2
554,5,5,3,5,2,4,3,2,4,4,4,4,5,5,4,3
555,3,4,3,3,4,4,3,4,1,1,2,2,2,3,2,4
556,3,4,3,3,3,4,4,2,3,1,3,2,4,2,4,3
557,4,4,3,3,2,2,2,4,2,2,1,2,3,2,1,4
558,5,4,5,3,4,3,4,4,2,3,3,2,3,4,2,1
559,5,5,4,5,5,3,5,3,3,4,1,4,5,4,3,4
560,4,5,4,4,4,4,5,3,2,2,4,3,4,4,3,5
561,4,4,3,4,2,3,5,4,3,2,4,3,2,3,2,4
562,3,4,2,3,1,1,3,2,4,2,3,2,1,3,3,3
563,3,5,4,4,5,4,3,4,2,2,1,4,2,3,4,4
564,2,3,3,3,2,2,3,4,1,1,2,1,3,1,2,1
565,3,3,3,2,2,3,2,2,2,2,2,3,2,1,3,2
566,4,4,5,3,3,3,4,3,4,3,4,4,2,3,5,3
567,5,5,4,5,3,4,3,5,2,1,1,4,2,3,4,4
568,4,3,4,4,5,5,4,4,2,3,3,3,5,4,4,4
569,3,5,3,3,3,3,3,2,2,2,2,3,4,3,2,4
570,5,4,4,3,3,5,4,4,2,5,3,4,5,4,5,4
571,3,4,4,4,3,2,2,3,4,3,4,1,4,3,2,3
572,3,5,4,5,2,4,3,2,3,2,2,2,3,3,2,4
573,2,3,5,3,4,5,2,3,4,3,3,4,4,2,3,3
574,3,5,2,4,4,3,4,3,2,1,2,1,3,4,2,5
575,4,5,4,3,3,2,4,2,4,3,4,2,4,2,2,4
576,4,5,5,4,5,2,3,3,4,4,3,3,3,3,4,3
577,4,4,4,4,3,1,2,1,3,2,1,2,3,4,1,3
578,4,2,4,3,3,2,3,4,3,2,3,4,2,3,1,3
579,4,3,5,5,3,4,3,4,3,3,2,3,3,4,3,5
580,2,4,4,3,4,3,3,3,1,2,3,1,3,4,3,4
581,5,5,5,4,3,3,2,1,2,3,3,2,3,3,2,4
582,5,4,3,2,2,3,4,4,2,2,1,2,3,4,2,2
583,3,3,3,2,3,3,3,1,2,4,2,3,3,1,1,3
584,4,4,3,4,3,2,3,3,2,2,3,3,2,3,3,4
585,5,5,4,4,3,2,2,4,4,2,3,2,3,2,2,2
586,4,5,5,5,3,4,5,3,3,4,3,4,3,3,3,5
587,5,3,3,4,4,4,5,2,2,1,3,2,3,2,3,4
588,4,5,5,3,4,4,4,4,3,4,5,4,3,3,3,5
589,3,4,3,2,3,2,4,2,1,1,1,2,2,3,1,1
590,5,5,5,4,2,1,3,1,1,1,1,2,4,4,2,4
591,3,4,2,3,5,4,3,3,3,2,1,1,3,3,4,3
592,5,5,4,3,4,4,4,2,4,2,2,2,5,2,3,4
593,3,3,3,3,5,5,5,3,3,2,2,2,3,3,4,3
594,3,4,4,4,4,3,2,3,2,1,1,2,4,3,1,3
595,4,2,3,1,4,2,3,2,5,4,4,2,5,4,3,3
596,4,5,5,4,3,3,5,4,2,2,3,3,3,5,2,4
597,4,5,4,4,2,2,2,1,3,2,2,3,2,2,1,2
598,5,4,4,4,4,3,3,2,3,4,2,2,4,4,4,3
599,4,5,2,4,2,3,4,3,2,2,2,1,4,3,2,4
600,5,5,5,5,3,3,2,2,3,2,2,2,4,2,3,4
601,4,4,4,5,5,5,5,3,2,2,2,3,3,4,3,3
602,4,5,5,4,3,2,4,3,2,4,4,4,3,4,4,4
603,4,5,3,5,3,4,3,2,4,3,2,2,5,4,3,3
604,3,4,5,3,4,4,5,4,2,1,2,2,3,2,5,2
605,3,3,3,4,3,3,4,3,2,3,3,2,3,3,3,3
606,4,4,4,3,5,5,4,3,2,1,1,2,4,4,4,4
607,4,5,5,3,3,3,3,3,1,1,3,1,4,3,4,3
608,5,3,2,4,5,4,5,3,2,1,2,1,4,3,4,3
609,5,5,4,4,4,4,4,3,3,3,2,4,4,3,5,4
610,5,3,1,4,2,2,3,2,1,1,2,1,4,1,2,2
611,3,2,2,4,3,3,4,4,1,2,1,1,4,3,4,3
612,5,4,5,4,3,4,5,2,3,3,3,4,4,5,4,3
613,3,2,4,4,4,3,2,1,2,1,2,3,1,3,1,3
614,4,5,5,5,3,4,5,3,2,2,3,3,5,4,4,5
615,5,5,5,5,4,3,3,4,5,4,4,4,5,4,5,3
616,3,5,4,3,3,2,3,3,3,2,2,2,2,5,3,4
617,5,5,4,3,2,4,3,3,2,2,3,3,3,4,4,3
618,4,5,5,4,3,2,3,4,2,2,1,1,4,3,4,4
619,5,5,3,4,4,4,4,4,2,2,2,2,5,5,4,3
620,5,3,3,4,5,5,5,5,4,5,4,3,5,5,5,3
621,5,5,4,4,1,2,5,1,1,2,1,2,3,2,2,4
622,4,3,3,3,4,1,2,2,3,2,3,2,4,2,2,1
623,5,5,4,5,5,4,5,4,2,2,3,3,5,4,4,3
624,5,5,3,4,2,2,4,4,2,3,1,1,4,2,5,2
625,4,4,3,3,2,2,3,3,1,2,2,2,2,4,2,3
626,5,5,5,4,3,3,2,3,4,4,4,3,4,4,4,3
627,3,3,2,3,3,3,3,3,3,2,1,3,1,2,2,3
628,3,3,2,2,3,1,5,2,3,2,3,1,2,3,2,1
629,3,5,3,5,3,1,3,1,2,1,3,2,3,3,2,3
630,3,4,2,3,4,4,4,4,5,4,4,3,5,3,2,5
631,3,4,4,3,4,4,3,2,5,4,4,4,3,4,4,4
632,4,5,4,3,3,3,3,2,1,2,2,1,3,2,2,4
633,4,4,3,4,2,2,4,2,5,4,4,2,4,3,3,2
634,5,4,4,3,4,4,3,4,2,5,4,3,3,3,4,4
635,3,4,4,3,4,3,2,3,2,4,4,2,3,3,5,5
636,4,4,2,4,2,4,3,2,4,3,3,3,3,3,3,3
637,3,4,4,3,3,3,3,2,3,1,3,3,3,3,2,2
638,3,4,4,4,4,4,3,3,1,2,3,4,5,3,2,5
639,3,4,3,2,4,4,4,1,3,2,3,2,2,3,3,3
640,5,5,4,3,3,3,4,3,1,3,2,3,5,3,3,4
641,5,5,5,4,3,4,5,3,2,1,2,2,4,4,4,4
642,4,4,4,3,4,5,4,3,3,4,4,4,4,5,4,5
643,3,4,4,4,5,3,2,4,2,3,3,1,4,4,4,5
644,5,5,5,2,3,4,5,4,2,3,3,2,2,2,3,3
645,4,3,3,4,2,4,5,3,1,2,2,1,4,2,4,3
646,5,3,4,3,2,3,2,1,2,2,2,1,3,1,3,4
647,5,4,4,3,4,4,5,4,3,3,3,2,4,4,4,3
648,4,5,4,3,3,2,2,4,3,1,1,3,2,4,2,3
649,4,5,4,4,3,2,4,1,2,1,3,4,3,3,5,4
650,5,5,5,4,3,4,5,2,3,3,2,2,4,4,3,3
651,5,5,5,5,5,5,5,3,2,3,4,3,4,5,4,3
652,4,5,4,5,4,3,5,4,3,3,2,2,3,5,3,4
653,2,2,3,2,3,1,2,2,2,1,2,2,2,1,2,2
654,4,4,4,2,5,3,3,3,2,2,3,3,3,1,1,3
655,4,3,4,4,4,3,3,4,3,1,2,1,4,2,1,1
656,4,4,4,5,4,4,4,4,4,2,4,2,4,3,5,4
657,5,5,4,4,4,4,5,2,4,3,3,3,5,3,5,5
658,2,2,1,3,2,3,2,2,3,1,2,1,3,3,1,2
659,4,5,4,5,3,2,4,2,3,3,4,2,3,3,4,3
660,3,3,3,4,3,3,4,2,1,2,1,2,2,3,3,4
661,5,3,3,2,3,3,2,3,3,2,2,1,2,2,4,3
662,5,4,3,4,3,3,4,2,2,2,2,2,4,4,2,3
663,4,5,3,4,3,3,4,3,1,1,3,2,3,3,3,3
664,2,3,2,1,1,2,3,1,3,1,3,2,3,1,3,2
665,5,5,4,4,3,3,3,3,3,3,4,2,3,4,2,3
666,4,4,3,2,5,4,3,5,1,2,3,2,2,3,3,2
667,4,5,4,5,3,3,5,3,3,4,4,4,3,4,4,4
668,5,4,5,5,2,2,3,1,4,2,3,3,3,4,4,4
669,4,4,2,4,4,2,5,2,1,3,1,1,4,2,3,4
670,4,4,4,4,3,2,4,2,1,1,1,2,4,3,2,2
671,4,2,2,3,3,5,3,3,3,3,2,4,2,4,3,1
672,3,5,5,5,4,4,4,3,4,2,2,3,3,3,4,2
673,5,5,5,5,4,3,3,3,1,3,4,3,4,4,3,3
674,3,4,4,5,2,2,3,4,4,3,2,2,4,3,4,3
675,3,3,3,4,2,2,3,1,2,2,1,1,3,3,1,1
676,3,3,1,3,4,3,4,1,2,1,1,2,4,5,3,3
677,5,5,5,4,3,4,3,4,4,3,3,3,3,3,3,4
678,4,5,4,5,4,4,5,3,2,2,2,2,5,5,3,2
679,3,3,2,4,2,4,4,4,1,1,1,1,3,4,3,2
680,4,3,2,2,3,2,3,3,1,1,1,2,2,3,2,3
681,3,3,2,4,3,3,2,2,3,4,3,1,3,2,1,3
682,4,4,5,3,3,1,4,4,3,2,3,4,4,3,2,3
683,4,5,5,3,2,4,2,2,2,1,3,3,3,1,3,4
684,3,3,3,4,3,3,4,3,3,2,5,2,3,5,5,3
685,5,4,5,4,4,4,3,5,3,4,3,4,4,5,5,4
686,4,5,5,4,3,4,3,3,1,1,1,3,4,4,4,4
687,5,5,4,3,5,4,4,4,3,3,3,3,4,4,4,4
688,5,5,2,3,3,3,3,2,4,3,4,3,2,3,4,4
689,2,5,2,2,5,3,2,1,1,1,1,1,2,3,4,1
690,4,5,4,3,3,5,4,2,3,1,2,2,2,5,3,3
691,5,5,3,5,3,3,2,1,3,2,3,2,5,3,4,3
692,5,4,4,4,5,4,5,5,3,3,3,3,4,5,2,4
693,4,5,4,4,3,5,4,3,3,2,1,2,3,4,3,1
694,4,5,5,4,4,3,3,4,3,1,2,3,3,2,3,4
695,5,3,3,3,2,3,2,3,3,3,2,3,3,3,1,2
696,3,4,3,4,4,2,3,2,1,1,3,3,4,3,3,1
697,4,5,3,4,3,3,5,3,2,2,2,3,4,3,2,4
698,2,5,2,2,3,3,2,3,3,2,2,1,3,2,3,2
699,3,5,3,3,3,3,5,3,2,1,1,1,3,4,2,3
700,4,3,3,3,2,2,2,4,3,3,2,3,3,3,3,1
701,3,4,2,3,3,4,3,4,3,3,4,2,3,2,2,1
702,4,2,2,2,3,3,3,4,2,3,2,2,3,2,2,2
703,5,5,5,3,5,4,3,3,2,3,3,2,3,2,3,3
704,4,3,3,3,3,3,2,3,5,2,3,2,3,4,3,2
705,4,5,5,3,2,3,3,3,1,2,2,3,4,4,3,2
706,5,4,3,3,4,3,3,2,3,2,3,1,4,4,4,3
707,4,4,3,3,2,2,4,2,1,1,1,1,3,3,1,3
708,3,5,3,5,4,2,2,4,1,1,1,1,3,4,2,4
709,4,2,4,4,2,4,4,3,1,1,2,3,3,4,3,2
710,4,4,3,2,3,2,4,2,3,4,2,1,2,4,3,3
711,5,5,3,4,4,4,4,5,2,3,4,3,4,4,4,5
712,4,5,5,4,3,3,3,3,3,3,4,3,3,2,5,4
713,4,3,4,3,3,3,4,2,2,3,2,2,2,2,2,4
714,5,5,4,5,4,4,5,4,4,4,2,2,4,3,3,3
715,4,5,3,5,3,2,3,1,1,1,2,2,3,1,2,2
716,5,4,4,4,4,3,4,2,3,2,2,3,4,4,3,3
717,5,5,4,5,5,3,4,5,4,4,4,3,3,5,4,4
718,5,5,5,4,4,3,3,3,2,2,2,4,4,2,3,3
719,4,5,4,4,3,5,4,3,1,2,2,2,3,4,3,3
720,4,5,3,5,3,4,4,4,3,3,4,2,4,3,3,3
721,3,2,4,3,4,5,2,4,3,5,3,4,3,4,3,4
722,3,3,2,2,1,2,2,2,1,1,2,1,2,1,2,3
723,3,2,4,4,2,2,2,4,3,3,2,2,4,3,3,2
724,4,4,5,3,3,4,4,4,3,3,2,2,5,4,3,4
725,4,5,5,4,3,2,2,2,3,1,1,3,3,4,3,3
726,5,5,4,5,4,4,4,4,1,2,3,3,4,4,3,4
727,4,4,4,4,3,3,3,3,3,2,3,1,3,3,3,3
728,4,4,3,2,3,2,2,3,2,1,2,1,1,3,1,1
729,4,3,4,3,4,3,3,4,4,2,5,3,5,2,1,3
730,4,5,4,4,2,3,2,4,4,2,4,3,5,2,3,3
731,4,5,4,3,3,2,2,3,3,2,3,5,4,3,4,4
732,5,4,5,4,3,4,3,2,3,2,1,4,4,2,5,2
733,4,4,5,4,4,3,4,3,3,2,3,4,5,4,3,5
734,4,3,3,4,3,4,3,3,2,2,1,3,2,4,2,3
735,5,5,5,5,4,4,4,5,4,4,3,3,5,5,5,3
736,5,4,4,4,2,2,3,1,1,2,1,1,4,2,1,3
737,3,3,3,2,4,3,3,2,1,1,2,2,4,3,4,3
738,4,4,5,4,3,3,3,2,1,1,3,3,3,3,3,3
739,3,4,3,3,4,3,3,3,3,2,3,2,5,3,3,3
740,3,4,3,2,4,3,5,3,4,2,2,2,4,4,3,5
741,3,3,4,4,3,1,4,3,2,3,3,2,2,4,3,2
742,3,3,3,3,4,3,3,3,3,3,2,3,3,3,2,3
743,5,5,4,5,5,5,4,3,3,4,3,3,4,3,5,4
744,3,4,2,4,4,3,3,4,3,4,5,4,3,5,4,3
745,4,5,4,3,4,3,4,4,2,2,2,2,4,4,4,4
746,4,5,3,4,3,2,2,1,2,1,2,1,2,3,3,2
747,5,5,5,4,3,3,5,3,3,1,1,2,5,4,4,4
748,3,4,4,3,3,2,3,2,2,1,2,2,4,3,1,2
749,3,4,4,3,3,3,4,4,5,3,3,2,3,4,3,2
750,4,3,5,4,4,3,4,3,3,4,3,3,4,5,4,5
751,3,4,4,4,3,2,3,4,3,3,3,4,3,4,4,4
752,3,5,4,4,3,3,3,5,3,1,2,3,4,4,3,2
753,5,5,5,3,4,3,5,2,1,1,1,1,2,4,4,4
754,3,2,2,4,3,3,2,4,1,2,4,3,3,3,5,3
755,2,4,2,3,5,3,3,3,2,3,4,3,3,2,2,3
756,5,5,4,4,5,5,5,4,4,3,3,4,4,3,5,5
757,4,4,5,3,3,3,5,5,1,2,3,1,3,2,1,2
758,2,3,3,3,3,3,2,2,2,1,1,1,2,3,2,1
759,2,5,5,5,3,4,4,4,2,2,1,1,4,3,2,4
760,5,4,4,4,4,3,3,2,2,1,3,2,3,3,2,4
761,3,4,5,4,2,3,2,1,4,3,4,2,2,3,4,4
762,5,4,4,4,4,4,3,3,3,4,4,3,3,4,2,3
763,5,4,3,3,2,2,3,2,3,1,2,2,3,3,3,4
764,4,4,5,4,2,3,2,3,2,4,3,2,4,3,5,3
765,5,5,5,5,5,5,5,3,5,4,3,3,4,4,4,5
766,3,4,4,4,2,3,4,1,3,2,2,2,3,1,2,1
767,4,5,5,4,4,3,3,3,3,1,1,3,5,5,5,4
768,4,3,4,3,3,2,3,2,3,2,2,1,1,4,3,4
769,3,4,4,4,3,3,4,3,3,2,2,4,4,3,4,4
770,4,5,3,5,3,3,5,3,3,1,2,2,3,3,2,2
771,4,5,4,3,3,4,3,3,3,3,3,2,3,3,3,3
772,5,3,4,3,4,3,3,1,3,3,2,2,3,2,2,3
773,5,5,4,3,3,3,4,4,3,3,2,4,3,3,4,3
774,5,3,5,5,4,4,4,4,3,3,2,3,4,4,3,4
775,3,5,3,3,3,2,1,3,4,3,2,4,5,3,1,3
776,5,5,4,4,3,2,4,2,2,3,2,2,2,3,1,4
777,5,5,5,5,2,3,5,5,4,3,3,4,4,4,5,3
778,4,3,4,4,3,3,5,2,1,1,1,3,4,3,1,2
779,4,4,3,3,3,3,4,2,2,2,1,3,3,4,4,2
780,4,3,5,3,3,3,3,4,2,1,2,1,3,3,5,2
781,3,4,2,3,3,1,2,3,1,2,3,2,2,3,2,3
782,4,4,5,3,3,3,3,3,3,4,3,1,4,4,1,3
783,2,3,3,3,5,4,4,3,3,3,3,4,3,3,3,2
784,4,4,3,3,2,2,3,3,2,2,1,2,3,2,1,2
785,4,5,4,5,1,1,3,2,4,3,4,2,5,4,3,4
786,5,5,5,5,2,3,3,5,2,2,3,2,3,4,5,4
787,2,5,4,3,4,3,3,3,3,3,4,1,3,2,3,2
788,4,4,2,3,2,3,3,2,2,1,1,3,2,2,2,3
789,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3
790,4,4,4,3,3,2,3,2,3,1,1,1,3,2,2,3
791,2,2,3,2,3,1,4,2,3,3,2,2,2,2,3,2
792,4,3,2,2,3,3,4,3,1,2,3,2,3,2,1,3
793,3,5,3,4,3,4,5,4,3,4,4,4,5,4,4,4
794,3,5,3,4,3,2,2,3,2,2,3,3,3,3,4,5
795,4,3,4,4,4,2,3,3,3,3,2,2,5,3,1,2
796,4,5,4,4,4,1,3,3,3,3,2,2,3,3,3,4
797,4,5,5,4,2,3,3,3,3,2,2,2,4,3,2,3
798,5,4,3,3,4,5,5,4,3,3,4,3,5,3,4,3
799,5,4,3,3,1,1,3,2,3,3,3,3,4,2,3,2
800,5,3,3,4,3,3,3,2,4,4,4,3,2,4,4,3
