user_id,age,household_size,prior_orders,weekly_app_sessions,region,device,trial_offer_sent,converted_to_paid,first_month_revenue
1875,48.0,5.0,13.0,7.0,West,desktop,1,0,0.0
1876,34.0,5.0,12.0,1.0,West,mobile,1,0,0.0
1877,36.0,4.0,7.0,2.0,Midwest,desktop,0,0,0.0
1878,57.0,2.0,13.0,7.0,West,mobile,0,1,28.07
1879,45.0,2.0,4.0,8.0,Midwest,desktop,1,1,26.71
1880,44.0,4.0,8.0,5.0,nan,desktop,0,1,26.53
1881,45.0,4.0,2.0,9.0,Midwest,mobile,1,1,25.29
1882,32.0,2.0,1.0,4.0,Southeast,tablet,0,0,0.0
1883,55.0,3.0,10.0,10.0,West,desktop,0,0,0.0
1884,44.0,5.0,6.0,1.0,West,desktop,0,0,0.0
1885,39.0,1.0,8.0,10.0,nan,mobile,0,0,0.0
1886,55.0,3.0,13.0,7.0,Northeast,desktop,1,0,0.0
1887,47.0,3.0,7.0,11.0,West,desktop,0,0,0.0
1888,33.0,5.0,13.0,2.0,Midwest,mobile,1,0,0.0
1889,55.0,2.0,8.0,1.0,West,mobile,0,0,0.0
1890,43.0,1.0,4.0,3.0,Midwest,tablet,0,0,0.0
1891,26.0,3.0,1.0,6.0,Southeast,desktop,1,0,0.0
1892,34.0,2.0,14.0,9.0,Northeast,mobile,1,0,0.0
1893,52.0,5.0,11.0,9.0,Southeast,tablet,0,1,24.08
1894,39.0,4.0,4.0,0.0,West,mobile,1,0,0.0
1895,52.0,2.0,10.0,5.0,Northeast,desktop,0,0,0.0
1896,31.0,2.0,12.0,9.0,nan,mobile,1,0,0.0
1897,62.0,1.0,0.0,9.0,Southeast,mobile,0,1,23.51
1898,52.0,1.0,14.0,4.0,Northeast,mobile,0,0,0.0
1899,32.0,3.0,2.0,4.0,nan,mobile,0,0,0.0
1900,35.0,4.0,1.0,3.0,Northeast,tablet,1,0,0.0
1901,35.0,4.0,6.0,3.0,Northeast,tablet,0,0,0.0
1902,43.0,1.0,4.0,6.0,Northeast,mobile,0,0,0.0
1903,36.0,1.0,5.0,5.0,Midwest,tablet,0,0,0.0
1904,56.0,3.0,8.0,3.0,Southeast,tablet,0,0,0.0
1905,30.0,1.0,6.0,0.0,West,mobile,1,0,0.0
1906,28.0,5.0,5.0,10.0,Midwest,mobile,1,0,0.0
1907,24.0,3.0,8.0,9.0,Southeast,mobile,1,0,0.0
1908,50.0,3.0,14.0,0.0,Midwest,mobile,1,0,0.0
1909,60.0,4.0,10.0,7.0,nan,mobile,1,0,0.0
1910,36.0,3.0,6.0,8.0,nan,mobile,1,0,0.0
1911,56.0,1.0,10.0,6.0,Northeast,desktop,1,0,0.0
1912,42.0,2.0,12.0,9.0,nan,desktop,1,1,29.6
1913,34.0,2.0,0.0,7.0,Southeast,mobile,0,1,17.01
1914,52.0,1.0,2.0,2.0,Southeast,mobile,0,0,0.0
1915,22.0,3.0,14.0,4.0,Midwest,tablet,1,0,0.0
1916,61.0,1.0,14.0,9.0,West,mobile,1,0,0.0
1917,64.0,1.0,10.0,11.0,Midwest,mobile,1,0,0.0
1918,59.0,5.0,10.0,5.0,West,mobile,0,0,0.0
1919,59.0,1.0,13.0,4.0,Northeast,desktop,0,0,0.0
1920,60.0,1.0,0.0,11.0,Southeast,mobile,0,0,0.0
1921,41.0,3.0,7.0,2.0,nan,desktop,1,0,0.0
1922,24.0,5.0,2.0,4.0,Midwest,mobile,1,1,27.78
1923,45.0,2.0,14.0,9.0,West,mobile,1,0,0.0
1924,40.0,2.0,1.0,3.0,Northeast,desktop,1,0,0.0
1925,56.0,4.0,1.0,7.0,Northeast,mobile,0,0,0.0
1926,56.0,5.0,8.0,10.0,Northeast,desktop,1,0,0.0
1927,57.0,2.0,4.0,11.0,West,desktop,0,0,0.0
1928,56.0,1.0,12.0,7.0,Northeast,desktop,1,0,0.0
1929,58.0,2.0,4.0,1.0,West,tablet,0,0,0.0
1930,40.0,5.0,11.0,9.0,Southeast,mobile,1,0,0.0
1931,49.0,2.0,5.0,10.0,Northeast,mobile,0,0,0.0
1932,34.0,5.0,8.0,4.0,West,mobile,0,0,0.0
1933,48.0,3.0,14.0,9.0,Midwest,tablet,1,1,32.39
1934,45.0,3.0,9.0,5.0,nan,desktop,1,1,23.36
1935,23.0,4.0,2.0,11.0,West,tablet,0,0,0.0
1936,54.0,5.0,14.0,11.0,Southeast,tablet,1,1,28.11
1937,50.0,4.0,14.0,7.0,Northeast,tablet,1,1,33.69
1938,51.0,2.0,6.0,6.0,West,mobile,0,0,0.0
1939,32.0,2.0,5.0,8.0,Southeast,mobile,0,0,0.0
1940,32.0,1.0,11.0,8.0,Northeast,mobile,0,0,0.0
1941,23.0,3.0,8.0,2.0,Midwest,mobile,0,0,0.0
1942,22.0,5.0,1.0,11.0,West,mobile,1,0,0.0
1943,53.0,2.0,4.0,7.0,Southeast,tablet,0,1,20.91
1944,60.0,2.0,1.0,8.0,West,desktop,0,0,0.0
1945,39.0,5.0,4.0,1.0,Northeast,desktop,1,1,28.95
1946,41.0,1.0,2.0,8.0,West,desktop,0,1,18.13
1947,38.0,2.0,14.0,2.0,Northeast,mobile,0,1,30.33
1948,57.0,2.0,14.0,1.0,West,mobile,1,0,0.0
1949,58.0,5.0,0.0,9.0,Midwest,desktop,0,0,0.0
1950,59.0,5.0,11.0,2.0,Northeast,mobile,0,0,0.0
1951,25.0,5.0,12.0,3.0,Northeast,mobile,1,0,0.0
1952,62.0,5.0,13.0,9.0,West,mobile,1,0,0.0
1953,22.0,1.0,13.0,4.0,nan,desktop,0,1,25.61
1954,37.0,1.0,5.0,11.0,Southeast,mobile,0,0,0.0
1955,34.0,5.0,7.0,6.0,West,tablet,1,0,0.0
1956,50.0,2.0,2.0,5.0,nan,mobile,0,0,0.0
1957,33.0,1.0,12.0,8.0,Northeast,mobile,0,0,0.0
1958,47.0,3.0,0.0,9.0,Midwest,mobile,0,0,0.0
1959,60.0,5.0,7.0,6.0,Midwest,mobile,1,0,0.0
1960,29.0,4.0,6.0,0.0,Northeast,desktop,0,0,0.0
1961,59.0,3.0,5.0,2.0,Southeast,desktop,1,0,0.0
1962,40.0,1.0,14.0,1.0,nan,mobile,0,0,0.0
1963,47.0,4.0,7.0,6.0,West,mobile,0,1,22.61
1964,40.0,1.0,0.0,0.0,West,mobile,0,0,0.0
1965,30.0,1.0,12.0,10.0,West,desktop,0,0,0.0
1966,30.0,4.0,13.0,1.0,Midwest,desktop,0,0,0.0
1967,23.0,1.0,5.0,7.0,West,tablet,0,0,0.0
1968,38.0,1.0,4.0,0.0,West,mobile,0,0,0.0
1969,26.0,5.0,10.0,10.0,Midwest,mobile,1,0,0.0
1970,40.0,3.0,0.0,0.0,Northeast,mobile,0,0,0.0
1971,42.0,4.0,9.0,8.0,Northeast,desktop,0,1,25.7
1972,56.0,4.0,2.0,8.0,West,desktop,0,0,0.0
1973,53.0,5.0,3.0,6.0,West,desktop,0,0,0.0
1974,58.0,4.0,1.0,5.0,Midwest,mobile,0,0,0.0
1975,23.0,4.0,9.0,11.0,Northeast,desktop,1,1,26.01
1976,52.0,3.0,10.0,6.0,West,desktop,0,0,0.0
1977,33.0,1.0,6.0,1.0,Southeast,mobile,0,1,18.74
1978,56.0,4.0,14.0,4.0,West,tablet,0,0,0.0
1979,61.0,3.0,1.0,6.0,West,mobile,0,0,0.0
1980,26.0,3.0,14.0,4.0,nan,mobile,1,0,0.0
1981,44.0,2.0,12.0,4.0,Northeast,mobile,1,0,0.0
1982,45.0,5.0,1.0,1.0,West,mobile,1,0,0.0
1983,33.0,4.0,6.0,2.0,West,mobile,1,0,0.0
1984,33.0,3.0,8.0,7.0,Southeast,desktop,0,0,0.0
1985,28.0,1.0,9.0,10.0,West,mobile,0,0,0.0
1986,40.0,3.0,6.0,1.0,Southeast,desktop,1,0,0.0
1987,52.0,2.0,4.0,2.0,West,mobile,1,0,0.0
1988,52.0,3.0,4.0,10.0,West,mobile,0,0,0.0
1989,55.0,1.0,8.0,4.0,nan,tablet,1,0,0.0
1990,62.0,3.0,8.0,3.0,nan,tablet,1,0,0.0
1991,49.0,5.0,5.0,6.0,nan,mobile,1,0,0.0
1992,37.0,2.0,3.0,3.0,West,mobile,1,0,0.0
1993,33.0,3.0,7.0,10.0,Midwest,mobile,0,0,0.0
1994,46.0,3.0,3.0,2.0,West,mobile,1,1,29.37
1995,40.0,5.0,6.0,7.0,West,mobile,1,0,0.0
1996,26.0,5.0,14.0,1.0,West,mobile,1,0,0.0
1997,39.0,5.0,11.0,10.0,Southeast,mobile,0,1,28.04
1998,51.0,3.0,11.0,3.0,West,mobile,0,0,0.0
1999,29.0,3.0,0.0,9.0,Northeast,mobile,0,0,0.0
2000,32.0,4.0,11.0,11.0,Northeast,mobile,1,0,0.0
2001,34.0,1.0,9.0,6.0,West,mobile,0,0,0.0
2002,42.0,4.0,7.0,0.0,Midwest,mobile,1,1,26.03
2003,57.0,2.0,4.0,4.0,Midwest,mobile,0,0,0.0
2004,36.0,3.0,6.0,5.0,Southeast,desktop,1,0,0.0
2005,27.0,4.0,5.0,1.0,Southeast,mobile,1,0,0.0
2006,24.0,3.0,5.0,4.0,Midwest,desktop,0,0,0.0
2007,48.0,2.0,12.0,6.0,Northeast,tablet,1,0,0.0
2008,53.0,1.0,2.0,9.0,West,tablet,1,0,0.0
2009,25.0,3.0,9.0,2.0,Midwest,mobile,1,0,0.0
2010,48.0,1.0,14.0,7.0,West,tablet,0,0,0.0
2011,60.0,5.0,2.0,8.0,Northeast,tablet,0,1,23.98
2012,57.0,5.0,10.0,0.0,Southeast,mobile,0,0,0.0
2013,62.0,4.0,1.0,5.0,Southeast,tablet,0,0,0.0
2014,62.0,2.0,7.0,0.0,Midwest,tablet,1,0,0.0
2015,55.0,4.0,4.0,9.0,nan,desktop,0,0,0.0
2016,39.0,3.0,9.0,7.0,West,desktop,0,0,0.0
2017,51.0,2.0,11.0,6.0,West,tablet,1,0,0.0
2018,54.0,3.0,14.0,8.0,West,mobile,1,0,0.0
2019,54.0,1.0,1.0,11.0,Northeast,desktop,0,0,0.0
2020,35.0,1.0,3.0,7.0,Midwest,tablet,0,0,0.0
2021,41.0,2.0,10.0,3.0,West,mobile,0,0,0.0
2022,40.0,1.0,13.0,7.0,Midwest,mobile,0,0,0.0
2023,56.0,5.0,5.0,9.0,nan,mobile,0,0,0.0
2024,57.0,5.0,1.0,10.0,Midwest,tablet,0,0,0.0
2025,63.0,2.0,1.0,6.0,Midwest,desktop,0,1,19.02
2026,60.0,2.0,0.0,4.0,Northeast,mobile,0,0,0.0
2027,26.0,4.0,1.0,5.0,Northeast,mobile,1,0,0.0
2028,38.0,2.0,13.0,3.0,Northeast,desktop,1,0,0.0
2029,39.0,4.0,14.0,2.0,Northeast,mobile,1,0,0.0
2030,56.0,1.0,1.0,9.0,West,tablet,0,0,0.0
2031,23.0,3.0,14.0,11.0,Northeast,mobile,1,0,0.0
2032,54.0,1.0,10.0,4.0,Northeast,desktop,1,0,0.0
2033,60.0,4.0,8.0,7.0,West,tablet,0,0,0.0
2034,30.0,4.0,7.0,11.0,nan,desktop,1,1,28.58
2035,36.0,3.0,3.0,4.0,Northeast,mobile,1,0,0.0
2036,48.0,5.0,6.0,8.0,Midwest,desktop,1,1,25.42
2037,47.0,4.0,14.0,9.0,Northeast,tablet,1,1,33.69
2038,43.0,2.0,14.0,8.0,nan,tablet,1,0,0.0
2039,34.0,3.0,9.0,6.0,Midwest,mobile,1,1,29.43
2040,24.0,3.0,4.0,10.0,West,mobile,1,0,0.0
2041,32.0,4.0,5.0,4.0,Midwest,desktop,1,0,0.0
2042,45.0,4.0,1.0,9.0,West,mobile,1,1,22.59
2043,32.0,4.0,3.0,2.0,Midwest,mobile,0,0,0.0
2044,64.0,1.0,3.0,0.0,nan,mobile,0,0,0.0
2045,30.0,1.0,14.0,9.0,Southeast,desktop,0,0,0.0
2046,55.0,2.0,14.0,5.0,West,mobile,0,0,0.0
2047,36.0,1.0,9.0,8.0,Northeast,mobile,0,0,0.0
2048,30.0,3.0,14.0,4.0,Northeast,tablet,0,1,22.35
2049,30.0,2.0,8.0,5.0,Midwest,mobile,1,0,0.0
2050,31.0,4.0,4.0,5.0,Southeast,desktop,0,0,0.0
2051,63.0,4.0,7.0,6.0,Northeast,mobile,1,0,0.0
2052,35.0,5.0,8.0,3.0,Southeast,mobile,1,1,25.0
2053,35.0,1.0,4.0,2.0,Southeast,mobile,0,0,0.0
2054,22.0,3.0,8.0,2.0,West,desktop,0,0,0.0
2055,36.0,4.0,13.0,7.0,Northeast,desktop,1,1,21.85
2056,25.0,2.0,14.0,6.0,nan,desktop,0,0,0.0
2057,30.0,5.0,13.0,11.0,Southeast,mobile,1,1,26.57
2058,52.0,4.0,9.0,8.0,nan,mobile,1,0,0.0
2059,49.0,3.0,9.0,3.0,Midwest,mobile,0,0,0.0
2060,45.0,1.0,12.0,2.0,West,mobile,0,0,0.0
2061,31.0,3.0,4.0,2.0,West,mobile,1,0,0.0
2062,51.0,1.0,2.0,3.0,Southeast,tablet,0,0,0.0
2063,28.0,2.0,0.0,9.0,Midwest,desktop,0,0,0.0
2064,52.0,2.0,7.0,7.0,Southeast,mobile,0,0,0.0
2065,52.0,1.0,2.0,3.0,nan,mobile,0,0,0.0
2066,25.0,1.0,11.0,8.0,nan,mobile,1,0,0.0
2067,47.0,5.0,3.0,2.0,Southeast,desktop,1,0,0.0
2068,62.0,3.0,0.0,1.0,Midwest,mobile,0,0,0.0
2069,48.0,1.0,5.0,4.0,Southeast,mobile,0,0,0.0
2070,63.0,2.0,6.0,0.0,Southeast,tablet,0,0,0.0
2071,57.0,3.0,8.0,9.0,Northeast,mobile,1,0,0.0
2072,23.0,5.0,14.0,5.0,West,mobile,1,0,0.0
2073,60.0,3.0,7.0,7.0,West,mobile,0,0,0.0
2074,24.0,1.0,11.0,10.0,Southeast,mobile,1,0,0.0
2075,30.0,3.0,11.0,8.0,Midwest,mobile,0,0,0.0
2076,57.0,4.0,2.0,2.0,Northeast,mobile,1,0,0.0
2077,43.0,1.0,3.0,4.0,West,mobile,0,0,0.0
2078,48.0,4.0,7.0,11.0,Southeast,desktop,0,0,0.0
2079,34.0,2.0,4.0,5.0,Northeast,tablet,0,0,0.0
2080,64.0,5.0,6.0,11.0,Northeast,mobile,0,0,0.0
2081,25.0,3.0,3.0,6.0,Midwest,desktop,0,0,0.0
2082,32.0,3.0,1.0,7.0,West,mobile,1,0,0.0
2083,58.0,4.0,5.0,7.0,Southeast,mobile,0,0,0.0
2084,56.0,5.0,4.0,11.0,Northeast,mobile,0,1,20.18
2085,34.0,1.0,8.0,7.0,West,mobile,1,0,0.0
2086,44.0,2.0,2.0,4.0,Midwest,desktop,1,0,0.0
2087,23.0,1.0,9.0,5.0,Southeast,desktop,0,0,0.0
2088,45.0,1.0,14.0,6.0,nan,mobile,1,0,0.0
2089,58.0,3.0,6.0,2.0,Midwest,desktop,1,0,0.0
2090,30.0,3.0,7.0,8.0,West,mobile,1,0,0.0
2091,62.0,4.0,1.0,4.0,nan,mobile,0,0,0.0
2092,48.0,4.0,2.0,0.0,West,mobile,0,0,0.0
2093,24.0,5.0,0.0,4.0,Southeast,desktop,1,0,0.0
2094,39.0,2.0,7.0,9.0,West,mobile,0,0,0.0
2095,29.0,3.0,7.0,9.0,Midwest,tablet,1,0,0.0
2096,31.0,1.0,1.0,11.0,Northeast,mobile,0,0,0.0
2097,25.0,3.0,6.0,11.0,Northeast,tablet,1,1,26.28
2098,57.0,1.0,12.0,6.0,Northeast,mobile,0,0,0.0
2099,50.0,5.0,12.0,6.0,Midwest,tablet,1,0,0.0
2100,31.0,3.0,9.0,2.0,Midwest,mobile,0,0,0.0
2101,25.0,1.0,11.0,11.0,nan,mobile,1,0,0.0
2102,34.0,2.0,7.0,1.0,West,mobile,0,0,0.0
2103,34.0,4.0,4.0,11.0,Southeast,mobile,0,1,20.62
2104,25.0,4.0,10.0,2.0,West,desktop,1,0,0.0
2105,27.0,4.0,12.0,10.0,nan,tablet,1,0,0.0
2106,51.0,4.0,4.0,2.0,Midwest,mobile,1,1,22.78
2107,54.0,5.0,6.0,8.0,nan,mobile,1,0,0.0
2108,34.0,5.0,6.0,10.0,West,mobile,1,1,28.38
2109,39.0,3.0,10.0,8.0,Southeast,tablet,0,0,0.0
2110,63.0,5.0,1.0,1.0,Northeast,mobile,1,0,0.0
2111,36.0,4.0,11.0,11.0,West,mobile,1,0,0.0
2112,53.0,1.0,3.0,11.0,nan,mobile,0,1,19.25
2113,58.0,4.0,6.0,7.0,Northeast,mobile,1,0,0.0
2114,60.0,2.0,0.0,9.0,nan,mobile,0,0,0.0
2115,63.0,5.0,12.0,5.0,Northeast,desktop,1,0,0.0
2116,30.0,2.0,1.0,8.0,Midwest,mobile,0,0,0.0
2117,62.0,3.0,3.0,11.0,Midwest,tablet,0,0,0.0
2118,49.0,5.0,9.0,7.0,Southeast,desktop,1,0,0.0
2119,32.0,4.0,5.0,3.0,Northeast,mobile,1,0,0.0
2120,59.0,1.0,3.0,0.0,Northeast,mobile,0,0,0.0
2121,38.0,5.0,8.0,8.0,Southeast,mobile,1,1,32.91
2122,63.0,3.0,0.0,8.0,Northeast,mobile,0,0,0.0
2123,42.0,3.0,5.0,9.0,West,desktop,1,1,18.63
2124,49.0,1.0,2.0,4.0,Midwest,mobile,0,0,0.0
2125,42.0,1.0,8.0,8.0,Southeast,mobile,1,0,0.0
2126,62.0,3.0,4.0,1.0,Southeast,tablet,0,0,0.0
2127,42.0,2.0,10.0,9.0,West,mobile,1,0,0.0
2128,28.0,1.0,2.0,9.0,nan,mobile,0,0,0.0
2129,59.0,1.0,1.0,3.0,West,mobile,0,0,0.0
2130,23.0,4.0,3.0,4.0,Midwest,tablet,1,0,0.0
2131,54.0,3.0,12.0,9.0,Northeast,mobile,1,0,0.0
2132,41.0,3.0,14.0,7.0,West,desktop,1,0,0.0
2133,51.0,3.0,1.0,6.0,Midwest,desktop,0,0,0.0
2134,35.0,5.0,0.0,1.0,Northeast,mobile,0,0,0.0
2135,31.0,3.0,2.0,9.0,West,mobile,0,0,0.0
2136,61.0,5.0,8.0,1.0,Southeast,mobile,1,1,22.92
2137,30.0,2.0,13.0,5.0,Southeast,mobile,1,1,26.35
2138,22.0,4.0,11.0,5.0,West,desktop,1,1,34.37
2139,39.0,4.0,3.0,8.0,Northeast,desktop,1,0,0.0
2140,35.0,2.0,14.0,0.0,Southeast,desktop,1,1,27.52
2141,47.0,1.0,4.0,0.0,West,tablet,0,0,0.0
2142,37.0,1.0,5.0,7.0,Southeast,tablet,0,0,0.0
2143,37.0,4.0,12.0,4.0,Northeast,tablet,1,0,0.0
2144,52.0,1.0,4.0,0.0,Northeast,desktop,0,0,0.0
2145,54.0,4.0,11.0,9.0,Midwest,mobile,0,0,0.0
2146,22.0,4.0,6.0,6.0,nan,mobile,1,0,0.0
2147,29.0,4.0,12.0,7.0,Midwest,mobile,1,0,0.0
2148,58.0,1.0,9.0,4.0,nan,tablet,1,1,21.36
2149,60.0,1.0,13.0,2.0,nan,mobile,0,1,27.98
2150,62.0,2.0,6.0,3.0,nan,mobile,1,0,0.0
2151,37.0,3.0,5.0,10.0,Midwest,mobile,1,0,0.0
2152,42.0,1.0,4.0,9.0,Midwest,mobile,0,0,0.0
2153,28.0,3.0,8.0,10.0,West,tablet,1,0,0.0
2154,26.0,1.0,13.0,5.0,Northeast,tablet,0,0,0.0
2155,47.0,1.0,2.0,10.0,Northeast,mobile,1,0,0.0
2156,24.0,2.0,6.0,2.0,nan,desktop,0,0,0.0
2157,29.0,3.0,3.0,7.0,Midwest,desktop,0,0,0.0
2158,33.0,3.0,2.0,4.0,West,mobile,0,0,0.0
2159,23.0,4.0,10.0,2.0,Northeast,mobile,0,0,0.0
2160,27.0,1.0,14.0,4.0,Southeast,mobile,0,1,23.87
2161,22.0,1.0,14.0,8.0,Northeast,mobile,1,1,20.41
2162,43.0,5.0,8.0,6.0,West,desktop,1,1,27.82
2163,47.0,3.0,0.0,10.0,Southeast,mobile,0,0,0.0
2164,39.0,4.0,12.0,7.0,West,tablet,0,0,0.0
2165,38.0,4.0,10.0,6.0,West,desktop,0,0,0.0
2166,30.0,2.0,4.0,3.0,Northeast,mobile,0,0,0.0
2167,59.0,1.0,13.0,9.0,Southeast,mobile,0,0,0.0
2168,57.0,5.0,3.0,3.0,Midwest,mobile,1,0,0.0
2169,40.0,4.0,8.0,1.0,West,tablet,1,1,23.48
2170,47.0,3.0,2.0,9.0,West,mobile,0,0,0.0
2171,63.0,5.0,7.0,8.0,Midwest,tablet,1,0,0.0
2172,48.0,3.0,11.0,2.0,West,desktop,0,0,0.0
2173,44.0,1.0,10.0,11.0,nan,desktop,0,0,0.0
2174,51.0,4.0,14.0,7.0,Midwest,desktop,1,0,0.0
2175,56.0,5.0,11.0,6.0,Northeast,desktop,1,1,27.62
2176,59.0,2.0,14.0,11.0,Northeast,mobile,0,0,0.0
2177,29.0,1.0,13.0,8.0,Southeast,mobile,0,1,22.63
2178,51.0,5.0,10.0,9.0,Northeast,mobile,1,0,0.0
2179,60.0,1.0,5.0,6.0,nan,desktop,0,0,0.0
2180,27.0,1.0,10.0,3.0,Midwest,mobile,0,0,0.0
2181,63.0,5.0,0.0,0.0,West,mobile,1,0,0.0
2182,38.0,2.0,3.0,0.0,nan,mobile,0,0,0.0
2183,60.0,4.0,7.0,2.0,Midwest,mobile,0,0,0.0
2184,44.0,3.0,5.0,3.0,West,mobile,1,0,0.0
2185,42.0,5.0,4.0,3.0,West,desktop,0,0,0.0
2186,29.0,5.0,0.0,0.0,Southeast,desktop,0,0,0.0
2187,56.0,3.0,13.0,3.0,Northeast,mobile,1,1,30.29
2188,62.0,4.0,8.0,7.0,Northeast,mobile,1,0,0.0
2189,62.0,1.0,6.0,6.0,West,mobile,0,1,24.75
2190,32.0,5.0,14.0,5.0,nan,mobile,0,0,0.0
2191,50.0,5.0,11.0,10.0,Southeast,tablet,1,0,0.0
2192,55.0,2.0,9.0,7.0,Midwest,mobile,1,0,0.0
2193,63.0,3.0,6.0,6.0,Northeast,mobile,1,1,25.36
2194,62.0,5.0,6.0,9.0,West,mobile,0,0,0.0
2195,48.0,2.0,6.0,10.0,Northeast,desktop,0,0,0.0
2196,33.0,1.0,4.0,2.0,Northeast,desktop,0,0,0.0
2197,29.0,5.0,14.0,10.0,nan,mobile,1,1,27.02
2198,41.0,1.0,7.0,4.0,Southeast,mobile,0,0,0.0
2199,49.0,1.0,7.0,10.0,Midwest,tablet,0,1,23.01
2200,32.0,3.0,5.0,5.0,Midwest,mobile,0,0,0.0
2201,49.0,3.0,5.0,8.0,Northeast,mobile,1,0,0.0
2202,57.0,2.0,13.0,9.0,West,mobile,1,0,0.0
2203,45.0,5.0,11.0,4.0,nan,mobile,1,1,26.49
2204,56.0,1.0,10.0,5.0,Midwest,mobile,0,0,0.0
2205,35.0,5.0,9.0,4.0,Southeast,mobile,1,0,0.0
2206,60.0,4.0,3.0,2.0,West,desktop,1,0,0.0
2207,64.0,2.0,2.0,11.0,Southeast,desktop,0,0,0.0
2208,24.0,3.0,6.0,10.0,West,tablet,0,0,0.0
2209,33.0,1.0,9.0,0.0,nan,tablet,1,0,0.0
2210,53.0,5.0,0.0,0.0,nan,tablet,0,0,0.0
2211,54.0,4.0,0.0,9.0,West,mobile,0,0,0.0
2212,46.0,5.0,0.0,7.0,nan,mobile,0,1,23.5
2213,46.0,1.0,0.0,8.0,nan,mobile,0,0,0.0
2214,40.0,5.0,6.0,3.0,nan,tablet,1,0,0.0
2215,46.0,5.0,7.0,7.0,Midwest,desktop,0,0,0.0
2216,60.0,3.0,6.0,5.0,Southeast,desktop,0,0,0.0
2217,24.0,4.0,1.0,0.0,nan,mobile,1,0,0.0
2218,59.0,2.0,0.0,11.0,Northeast,tablet,0,0,0.0
2219,25.0,3.0,9.0,11.0,Midwest,mobile,1,1,25.35
2220,52.0,5.0,5.0,7.0,West,desktop,1,1,25.72
2221,36.0,5.0,1.0,1.0,Southeast,desktop,1,1,19.92
2222,29.0,2.0,4.0,8.0,Southeast,mobile,0,0,0.0
2223,22.0,3.0,3.0,2.0,Northeast,mobile,0,0,0.0
2224,33.0,2.0,4.0,7.0,Northeast,tablet,0,0,0.0
2225,22.0,2.0,2.0,2.0,nan,mobile,1,0,0.0
2226,28.0,4.0,5.0,8.0,Midwest,mobile,0,0,0.0
2227,38.0,3.0,2.0,5.0,Southeast,tablet,0,0,0.0
2228,33.0,4.0,8.0,5.0,Northeast,mobile,1,0,0.0
2229,41.0,5.0,6.0,11.0,Southeast,tablet,0,0,0.0
2230,55.0,1.0,10.0,0.0,Midwest,tablet,0,0,0.0
2231,22.0,3.0,11.0,10.0,Southeast,mobile,1,0,0.0
2232,36.0,1.0,5.0,10.0,Southeast,mobile,1,0,0.0
2233,38.0,1.0,13.0,11.0,nan,mobile,0,0,0.0
2234,34.0,1.0,14.0,6.0,Midwest,mobile,0,0,0.0
2235,45.0,2.0,6.0,0.0,Northeast,mobile,0,0,0.0
2236,32.0,1.0,8.0,10.0,West,tablet,0,0,0.0
2237,31.0,4.0,6.0,8.0,Northeast,tablet,0,0,0.0
2238,24.0,2.0,10.0,8.0,Southeast,mobile,1,0,0.0
2239,52.0,2.0,1.0,3.0,Southeast,mobile,0,0,0.0
2240,36.0,5.0,6.0,9.0,West,mobile,1,1,32.8
2241,56.0,4.0,7.0,1.0,Northeast,desktop,1,0,0.0
2242,26.0,4.0,14.0,7.0,Midwest,mobile,1,1,33.15
2243,31.0,4.0,12.0,8.0,Midwest,mobile,1,1,32.28
2244,46.0,2.0,8.0,11.0,Southeast,mobile,0,0,0.0
2245,58.0,4.0,8.0,10.0,Midwest,desktop,1,0,0.0
2246,29.0,1.0,11.0,9.0,Midwest,desktop,1,0,0.0
2247,34.0,3.0,0.0,8.0,nan,tablet,0,0,0.0
2248,33.0,5.0,7.0,5.0,West,mobile,1,0,0.0
2249,23.0,2.0,7.0,7.0,Southeast,mobile,0,0,0.0
2250,42.0,4.0,13.0,3.0,West,mobile,0,0,0.0
2251,50.0,1.0,10.0,9.0,Midwest,mobile,1,0,0.0
2252,38.0,3.0,11.0,4.0,Northeast,desktop,1,0,0.0
2253,51.0,1.0,1.0,10.0,Northeast,mobile,0,0,0.0
2254,35.0,5.0,12.0,2.0,Midwest,desktop,0,0,0.0
2255,45.0,3.0,10.0,1.0,Northeast,mobile,1,1,27.62
2256,63.0,5.0,0.0,2.0,West,mobile,0,0,0.0
2257,28.0,5.0,9.0,5.0,Northeast,mobile,1,0,0.0
2258,24.0,1.0,8.0,1.0,Southeast,tablet,0,0,0.0
2259,27.0,3.0,2.0,6.0,Midwest,mobile,1,1,27.57
2260,59.0,4.0,7.0,0.0,nan,desktop,0,0,0.0
2261,47.0,3.0,12.0,9.0,Northeast,tablet,1,1,23.28
2262,61.0,4.0,5.0,4.0,West,mobile,1,1,21.4
2263,38.0,3.0,3.0,9.0,Midwest,mobile,1,1,24.49
2264,63.0,5.0,4.0,9.0,Midwest,desktop,0,0,0.0
2265,38.0,4.0,10.0,10.0,Southeast,mobile,0,0,0.0
2266,59.0,3.0,12.0,0.0,Northeast,mobile,1,0,0.0
2267,45.0,5.0,11.0,6.0,West,mobile,1,0,0.0
2268,56.0,4.0,4.0,7.0,West,mobile,0,0,0.0
2269,56.0,2.0,6.0,2.0,Northeast,mobile,1,1,24.77
2270,32.0,2.0,8.0,11.0,Midwest,desktop,1,1,19.27
2271,55.0,1.0,10.0,10.0,Southeast,mobile,0,0,0.0
2272,29.0,3.0,7.0,5.0,Northeast,desktop,1,0,0.0
